name,province,district,county,type,lat,long
Esc. Clelia F. de Martínez,Cocle,Penonome,Penonome (Cab.),Primaria Oficial,"8° 30' 46.986"""" N","80° 21' 7.997"""" W"
Esc. José de G. Fernández,Cocle,Penonome,Rio Grande,Primaria Oficial,"8° 25' 32.164"""" N","80° 29' 13.546"""" W"
Esc. Pajonal,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 35' 37.523"""" N","80° 15' 22.690"""" W"
Esc. Churuquita Grande,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 35' 37.009"""" N","80° 16' 28.225"""" W"
Esc. Modesto Morán,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 34' 20.697"""" N","80° 16' 39.513"""" W"
Esc. Sonadora,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 33' 10.904"""" N","80° 19' 44.938"""" W"
Esc. El Valle,Cocle,Anton,El Valle,Primaria Oficial,"8° 36' 5.972"""" N","80° 7' 11.674"""" W"
Esc. La Compañía,Cocle,Anton,El Valle,Primaria Oficial,"8° 36' 27.141"""" N","80° 8' 3.684"""" W"
Esc. Vista Hermosa,Cocle,Penonome,Cañaveral,Primaria Oficial,"8° 31' 23.776"""" N","80° 22' 20.975"""" W"
Esc. Los Uveros,Cocle,Penonome,Cañaveral,Primaria Oficial,"8° 31' 57.731"""" N","80° 23' 42.632"""" W"
Esc. Rubén DaRio Carles,Cocle,Penonome,Penonome (Cab.),Primaria Oficial,"8° 31' 42.085"""" N","80° 20' 47.918"""" W"
Esc. Llano Marín,Cocle,Penonome,El Coco,Primaria Oficial,"8° 29' 21.195"""" N","80° 19' 55.651"""" W"
Esc. Monte Lirio,Cocle,Penonome,El Coco,Primaria Oficial,"8° 27' 55.622"""" N","80° 19' 17.692"""" W"
Esc. Santos Jorge,Cocle,Penonome,Cañaveral,Primaria Oficial,"8° 31' 5.423"""" N","80° 25' 46.588"""" W"
Esc. El Ciruelito,Cocle,Penonome,Rio Grande,Primaria Oficial,"8° 27' 25.085"""" N","80° 27' 4.481"""" W"
Esc. Marcelino Quirós y Quirós,Cocle,Penonome,Cocle,Primaria Oficial,"8° 27' 45.894"""" N","80° 25' 4.427"""" W"
Esc. El Congo,Cocle,Penonome,Cocle,Primaria Oficial,"8° 27' 9.522"""" N","80° 25' 3.932"""" W"
Esc. Las Guabas,Cocle,Penonome,Cocle,Primaria Oficial,"8° 23' 22.033"""" N","80° 26' 47.260"""" W"
Esc. Las Guías Oriente,Cocle,Anton,Rio Hato,Primaria Oficial,"8° 25' 41.006"""" N","80° 4' 15.807"""" W"
Esc. José M. Moreno,Cocle,Anton,El Chirú,Primaria Oficial,"8° 24' 33.858"""" N","80° 14' 22.266"""" W"
Esc. Juan Díaz,Cocle,Anton,Juan Díaz,Primaria Oficial,"8° 27' 55.379"""" N","80° 17' 1.513"""" W"
Esc. Tambo,Cocle,Penonome,Toabré,Primaria Oficial,"8° 39' 49.309"""" N","80° 17' 41.778"""" W"
Esc. Miraflores,Cocle,Penonome,Toabré,Primaria Oficial,"8° 37' 47.455"""" N","80° 16' 35.009"""" W"
Esc. Mercedes Bustamante,Cocle,Penonome,Toabré,Primaria Oficial,"8° 38' 53.359"""" N","80° 19' 29.585"""" W"
Esc. El Platanal,Cocle,Anton,Rio Hato,Primaria Oficial,"8° 24' 15.744"""" N","80° 5' 7.527"""" W"
Esc. Farallón,Cocle,Anton,Rio Hato,Primaria Oficial,"8° 21' 22.703"""" N","80° 8' 13.501"""" W"
Esc. Victoriano Lorenzo,Cocle,Penonome,Cocle,Primaria Oficial,"8° 21' 51.800"""" N","80° 25' 41.451"""" W"
Esc. Angelina Maylín de Tirone,Cocle,Anton,Rio Hato,Primaria Oficial,"8° 22' 47.124"""" N","80° 9' 48.454"""" W"
Col. Salomón Ponce Aguilera,Cocle,Anton,Anton (Cab.),Secundaria Oficial,"8° 23' 36.075"""" N","80° 16' 1.884"""" W"
Esc. Rep. Dominicana,Cocle,Anton,Anton (Cab.),Primaria Oficial,"8° 23' 36.749"""" N","80° 15' 53.371"""" W"
Esc. Manuel Patiño,Cocle,Anton,Anton (Cab.),Primaria Oficial,"8° 24' 1.342"""" N","80° 15' 54.085"""" W"
Esc. Juan José Quirós,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 36' 59.051"""" N","80° 33' 36.480"""" W"
Esc. España,Cocle,Nata,Nata (Cab.),Primaria Oficial,"8° 20' 8.771"""" N","80° 31' 9.812"""" W"
Esc. José N. Silva,Cocle,La Pintada,La Pintada (Cab.),Primaria Oficial,"8° 35' 32.978"""" N","80° 26' 42.123"""" W"
Esc. Las Tablas,Cocle,La Pintada,El Potrero,Primaria Oficial,"8° 35' 19.301"""" N","80° 32' 35.396"""" W"
Esc. La Madera,Cocle,La Pintada,El Potrero,Primaria Oficial,"8° 33' 10.238"""" N","80° 32' 4.166"""" W"
Esc. El Potrero,Cocle,La Pintada,El Potrero,Primaria Oficial,"8° 31' 46.072"""" N","80° 30' 57.835"""" W"
Esc. El Roble,Cocle,Aguadulce,El Roble,Primaria Oficial,"8° 9' 47.476"""" N","80° 39' 22.365"""" W"
Esc. Pedro Guevara,Cocle,Aguadulce,El Cristo,Primaria Oficial,"8° 15' 14.900"""" N","80° 37' 2.203"""" W"
Colegio Int. Saint George,Cocle,Aguadulce,Aguadulce (Cab.),Privada,"8° 14' 45.678"""" N","80° 31' 57.794"""" W"
Academia Sta. Rosa de Lima,Cocle,Aguadulce,Aguadulce (Cab.),Privada,"8° 14' 49.044"""" N","80° 32' 4.771"""" W"
Esc. El Barrero,Cocle,Aguadulce,El Roble,Primaria Oficial,"8° 9' 20.984"""" N","80° 41' 10.335"""" W"
Esc. Garicín,Cocle,Penonome,Rio Grande,Primaria Oficial,"8° 26' 16.716"""" N","80° 27' 15.386"""" W"
Esc. Alejandro Tapia,Cocle,Aguadulce,Aguadulce (Cab.),Primaria Oficial,"8° 14' 47.271"""" N","80° 32' 22.514"""" W"
Esc. Hato de Los Rincones,Cocle,Aguadulce,El Cristo,Primaria Oficial,"8° 16' 21.222"""" N","80° 40' 27.816"""" W"
Esc. El Pinzón,Cocle,Aguadulce,El Cristo,Primaria Oficial,"8° 16' 37.997"""" N","80° 42' 3.235"""" W"
Esc. Loma de González,Cocle,Aguadulce,El Cristo,Primaria Oficial,"8° 18' 45.389"""" N","80° 41' 8.989"""" W"
Esc. El Naranjal,Cocle,Aguadulce,El Cristo,Primaria Oficial,"8° 16' 17.642"""" N","80° 37' 18.628"""" W"
Esc. Las Marias,Cocle,Penonome,Rio Indio,Primaria Oficial,"8° 53' 22.109"""" N","80° 13' 10.164"""" W"
Esc. Los Zules,Cocle,Penonome,Rio Indio,Primaria Oficial,"8° 53' 55.812"""" N","80° 16' 1.994"""" W"
Esc. Las Palmas,Cocle,Penonome,Rio Indio,Primaria Oficial,"8° 53' 49.725"""" N","80° 17' 59.494"""" W"
Esc. La Encantada,Cocle,Penonome,Rio Indio,Primaria Oficial,"8° 52' 48.339"""" N","80° 20' 46.573"""" W"
Esc. Cerro Miguel,Cocle,Penonome,Rio Indio,Primaria Oficial,"8° 56' 0.279"""" N","80° 14' 18.308"""" W"
Esc. Boca de Uracillo,Cocle,Penonome,Rio Indio,Primaria Oficial,"8° 58' 9.785"""" N","80° 10' 36.819"""" W"
Esc. San Cristóbal,Cocle,Penonome,Rio Indio,Primaria Oficial,"8° 54' 44.634"""" N","80° 9' 35.296"""" W"
Esc. El Jobo de Rio Indio,Cocle,Penonome,Rio Indio,Primaria Oficial,"9° 3' 2.349"""" N","80° 11' 47.904"""" W"
Esc. Cristóbal Alabarca,Cocle,Penonome,Rio Indio,Primaria Oficial,"8° 50' 45.224"""" N","80° 14' 29.433"""" W"
Esc. La Cuesta de Marica,Cocle,Penonome,Toabré,Primaria Oficial,"8° 36' 35.042"""" N","80° 19' 58.810"""" W"
Esc. Sagreja,Cocle,Penonome,Toabré,Primaria Oficial,"8° 39' 25.192"""" N","80° 20' 11.031"""" W"
Esc. Boca de Tucué,Cocle,Penonome,Toabré,Primaria Oficial,"8° 45' 8.712"""" N","80° 19' 45.159"""" W"
Esc. Manuel Jaén Rodríguez,Cocle,Penonome,Toabré,Primaria Oficial,"8° 42' 42.447"""" N","80° 19' 19.835"""" W"
Esc. El Valle de San Miguel,Cocle,Penonome,Toabré,Primaria Oficial,"8° 47' 21.457"""" N","80° 19' 18.432"""" W"
Esc. El Guayabo,Cocle,Penonome,Toabré,Primaria Oficial,"8° 50' 42.538"""" N","80° 21' 37.797"""" W"
Esc. Bito,Cocle,Penonome,Toabré,Primaria Oficial,"8° 46' 5.266"""" N","80° 16' 3.890"""" W"
Esc. Altos de San Miguel,Cocle,Penonome,Toabré,Primaria Oficial,"8° 46' 0.330"""" N","80° 18' 13.254"""" W"
Esc. Boca de Chiguirí,Cocle,Penonome,Toabré,Primaria Oficial,"8° 42' 53.491"""" N","80° 17' 14.066"""" W"
Esc. Sabana Larga,Cocle,Penonome,Toabré,Primaria Oficial,"8° 41' 4.943"""" N","80° 16' 57.805"""" W"
Esc. La Martillada,Cocle,Penonome,Toabré,Primaria Oficial,"8° 39' 13.496"""" N","80° 15' 38.427"""" W"
Esc. Chiguirí Abajo,Cocle,Penonome,Toabré,Primaria Oficial,"8° 42' 28.022"""" N","80° 15' 40.626"""" W"
Esc. Cuiria,Cocle,Penonome,Toabré,Primaria Oficial,"8° 47' 32.803"""" N","80° 21' 56.335"""" W"
Esc. Pablo Alzamora,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 40' 24.044"""" N","80° 11' 23.788"""" W"
Esc. Asunción Chirú V.,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 43' 26.501"""" N","80° 13' 13.267"""" W"
Esc. Candelario Ovalle,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 44' 38.446"""" N","80° 11' 7.746"""" W"
Esc. Vaquilla,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 41' 42.790"""" N","80° 11' 46.666"""" W"
Esc. San Miguel Arriba,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 41' 29.612"""" N","80° 8' 43.825"""" W"
Esc. Boca de Las Minas,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 42' 30.623"""" N","80° 7' 51.832"""" W"
Esc. Rio Indio Arriba,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 47' 15.513"""" N","80° 9' 4.396"""" W"
Esc. Oajaca,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 38' 10.858"""" N","80° 12' 22.868"""" W"
Esc. Loma Grande,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 38' 55.301"""" N","80° 9' 31.560"""" W"
Esc. Pozo Azul,Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 38' 36.983"""" N","80° 12' 36.545"""" W"
"Esc. Renacimiento """"U""""",Cocle,Penonome,Chiguirí Arriba,Primaria Oficial,"8° 44' 35.863"""" N","80° 8' 50.552"""" W"
Esc. Sta. Ana,Cocle,Penonome,Toabré,Primaria Oficial,"8° 47' 7.800"""" N","80° 17' 18.295"""" W"
Esc. Altos del Coco,Cocle,Penonome,Toabré,Primaria Oficial,"8° 47' 25.496"""" N","80° 14' 20.671"""" W"
Esc. Boca de Tulú,Cocle,Penonome,Toabré,Primaria Oficial,"8° 51' 27.687"""" N","80° 21' 56.996"""" W"
Esc. Tulú,Cocle,Penonome,Tulú,Primaria Oficial,"8° 45' 42.009"""" N","80° 23' 47.300"""" W"
Esc. Lura Centro,Cocle,Penonome,Tulú,Primaria Oficial,"8° 45' 27.805"""" N","80° 21' 31.808"""" W"
Esc. Buena Vista,Cocle,Penonome,Tulú,Primaria Oficial,"8° 43' 15.222"""" N","80° 23' 23.681"""" W"
Esc. Perecabé,Cocle,Penonome,Tulú,Primaria Oficial,"8° 39' 28.457"""" N","80° 23' 2.834"""" W"
Esc. La Pedregosa,Cocle,Penonome,Tulú,Primaria Oficial,"8° 36' 19.777"""" N","80° 21' 57.930"""" W"
Esc. Las Pozas,Cocle,Penonome,Tulú,Primaria Oficial,"8° 34' 18.667"""" N","80° 23' 45.515"""" W"
Esc. Las Minas,Cocle,Penonome,Tulú,Primaria Oficial,"8° 38' 34.579"""" N","80° 23' 44.279"""" W"
Esc. Zumbador,Cocle,Penonome,Tulú,Primaria Oficial,"8° 36' 37.949"""" N","80° 23' 31.672"""" W"
Esc. San Isidro,Cocle,Penonome,Tulú,Primaria Oficial,"8° 52' 38.635"""" N","80° 22' 51.653"""" W"
Esc. Boca de Cuiría,Cocle,Penonome,Tulú,Primaria Oficial,"8° 49' 9.152"""" N","80° 22' 29.160"""" W"
Esc. La Tulúa,Cocle,Penonome,Tulú,Primaria Oficial,"8° 45' 22.440"""" N","80° 25' 15.055"""" W"
Esc. Pajonal Arriba,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 36' 20.725"""" N","80° 14' 5.344"""" W"
C.E.B.G. José de Los Reyes Vásquez,Cocle,Penonome,Pajonal,Secundaria Oficial,"8° 37' 35.566"""" N","80° 14' 10.124"""" W"
Esc. Simón Martínez,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 37' 7.513"""" N","80° 12' 51.983"""" W"
Esc. Membrillo,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 34' 58.148"""" N","80° 13' 14.258"""" W"
Esc. Rincón de Las Palmas,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 33' 27.858"""" N","80° 15' 8.819"""" W"
Esc. Celestino del Rosario,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 32' 5.350"""" N","80° 17' 21.867"""" W"
Esc. Sta. Cruz,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 32' 12.705"""" N","80° 18' 52.424"""" W"
Esc. La Negrita,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 34' 28.663"""" N","80° 17' 53.673"""" W"
Esc. Monte Grande,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 34' 41.825"""" N","80° 18' 56.900"""" W"
Esc. El Guabal,Cocle,Penonome,Pajonal,Primaria Oficial,"8° 37' 39.759"""" N","80° 15' 17.581"""" W"
Esc. Lelia de Lombardo,Cocle,Penonome,Penonome (Cab.),Primaria Oficial,"8° 32' 34.132"""" N","80° 22' 8.121"""" W"
Esc. Ana T. de Rodríguez,Cocle,Penonome,Penonome (Cab.),Primaria Oficial,"8° 32' 44.028"""" N","80° 21' 15.550"""" W"
Col. Angel M. Herrera,Cocle,Penonome,Penonome (Cab.),Secundaria Oficial,"8° 30' 44.433"""" N","80° 21' 15.990"""" W"
Esc. Maria T. de Herrera,Cocle,Penonome,Cañaveral,Primaria Oficial,"8° 30' 5.017"""" N","80° 24' 26.304"""" W"
Esc. Marica Abajo,Cocle,Penonome,Cañaveral,Primaria Oficial,"8° 32' 39.324"""" N","80° 24' 23.666"""" W"
Esc. Cermeño,Cocle,Penonome,Cañaveral,Primaria Oficial,"8° 29' 28.696"""" N","80° 26' 55.280"""" W"
Esc. Ana Pérez de Isaza,Cocle,Penonome,El Coco,Primaria Oficial,"8° 23' 56.933"""" N","80° 21' 9.178"""" W"
Esc. Agua Fría,Cocle,Penonome,El Coco,Primaria Oficial,"8° 25' 13.317"""" N","80° 20' 37.838"""" W"
Esc. Aguas Blancas,Cocle,Penonome,El Coco,Primaria Oficial,"8° 30' 18.530"""" N","80° 18' 45.885"""" W"
Esc. El Rosario,Cocle,Penonome,El Coco,Primaria Oficial,"8° 24' 55.512"""" N","80° 20' 1.802"""" W"
Esc. Dr. Arnulfo Arias Madrid,Cocle,Penonome,Cocle,Primaria Oficial,"8° 22' 8.548"""" N","80° 28' 14.329"""" W"
Esc. La Candelaria,Cocle,Penonome,Rio Grande,Primaria Oficial,"8° 26' 35.306"""" N","80° 29' 40.051"""" W"
Esc. EL Farallón,Cocle,La Pintada,La Pintada (Cab.),Primaria Oficial,"8° 35' 42.151"""" N","80° 25' 27.059"""" W"
Esc. Los Reyes,Cocle,La Pintada,La Pintada (Cab.),Primaria Oficial,"8° 36' 39.186"""" N","80° 24' 54.017"""" W"
Esc. Toro Bravo,Cocle,La Pintada,La Pintada (Cab.),Primaria Oficial,"8° 32' 52.742"""" N","80° 27' 54.497"""" W"
Esc. Las Boquillas,Cocle,La Pintada,La Pintada (Cab.),Primaria Oficial,"8° 33' 57.063"""" N","80° 28' 14.741"""" W"
Esc. El Picacho,Cocle,La Pintada,La Pintada (Cab.),Primaria Oficial,"8° 35' 29.990"""" N","80° 29' 55.404"""" W"
Esc. Potrerillos,Cocle,La Pintada,La Pintada (Cab.),Primaria Oficial,"8° 36' 23.231"""" N","80° 29' 43.265"""" W"
Esc. El Copé,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 37' 19.189"""" N","80° 34' 47.866"""" W"
Esc. La Trinidad,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 35' 57.961"""" N","80° 36' 40.093"""" W"
Esc. Loma Bonita,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 36' 3.219"""" N","80° 36' 13.588"""" W"
Esc. El Calabazo,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 35' 36.510"""" N","80° 37' 20.468"""" W"
Esc. Ojo de Agua,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 35' 26.649"""" N","80° 38' 10.458"""" W"
Esc. Bajo Grande,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 35' 25.865"""" N","80° 39' 25.494"""" W"
Esc. San Juan Centro,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 45' 44.280"""" N","80° 37' 28.379"""" W"
Esc. Omar Torrijos Herrera,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 39' 15.704"""" N","80° 33' 28.927"""" W"
Esc. Barrigón,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 38' 41.276"""" N","80° 35' 19.040"""" W"
Esc. Villalobos,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 35' 36.332"""" N","80° 33' 28.681"""" W"
Esc. Boca de Los Rios,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 34' 17.640"""" N","80° 33' 30.493"""" W"
Esc. La Rica,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 42' 55.965"""" N","80° 36' 18.258"""" W"
Esc. El Palmarazo,Cocle,La Pintada,El Harino,Primaria Oficial,"8° 44' 8.219"""" N","80° 38' 50.118"""" W"
Esc. Potrellano,Cocle,La Pintada,El Potrero,Primaria Oficial,"8° 34' 44.078"""" N","80° 30' 52.507"""" W"
Esc. Cerro Colorado,Cocle,La Pintada,El Potrero,Primaria Oficial,"8° 32' 30.151"""" N","80° 29' 46.341"""" W"
Esc. Agua Fría,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 39' 55.401"""" N","80° 28' 22.266"""" W"
Esc. Cascajal,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 42' 47.190"""" N","80° 27' 19.094"""" W"
Esc. Cutevilla,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 48' 21.001"""" N","80° 28' 31.851"""" W"
Esc. Hacha,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 45' 21.702"""" N","80° 26' 51.873"""" W"
Esc. El Palmar Abajo,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 39' 43.150"""" N","80° 23' 34.364"""" W"
Esc. Embarcadero de Cascajal,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 48' 33.158"""" N","80° 31' 6.156"""" W"
Esc. Toabré Abajo,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 54' 46.824"""" N","80° 29' 9.205"""" W"
Esc. Villa del Carmen,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 48' 18.159"""" N","80° 33' 14.726"""" W"
Esc. Molejón,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 45' 49.341"""" N","80° 30' 37.042"""" W"
Esc. Cuteva,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 51' 29.988"""" N","80° 29' 14.863"""" W"
Esc. Angel Guardia,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 38' 22.773"""" N","80° 30' 38.882"""" W"
Esc. El Calabazo N. 2,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 37' 49.346"""" N","80° 29' 29.969"""" W"
Esc. Cerro Corral,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 37' 20.799"""" N","80° 31' 7.255"""" W"
Esc. El Palomo,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 35' 37.422"""" N","80° 30' 50.308"""" W"
Esc. El Jobo,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 36' 56.707"""" N","80° 32' 3.179"""" W"
Esc. Machuca,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 37' 22.837"""" N","80° 32' 51.738"""" W"
Esc. Bermejo,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 39' 30.990"""" N","80° 31' 22.034"""" W"
Esc. Las Delicias,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 38' 35.362"""" N","80° 29' 31.317"""" W"
Esc. Las Lajas,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 42' 27.665"""" N","80° 31' 12.694"""" W"
Esc. Sardina,Cocle,La Pintada,Llano Grande,Primaria Oficial,"8° 45' 8.474"""" N","80° 29' 7.723"""" W"
Col. Mariano Prados,Cocle,Nata,Nata (Cab.),Secundaria Oficial,"8° 20' 53.090"""" N","80° 31' 19.315"""" W"
Esc. Espavé,Cocle,Nata,Capellanía,Primaria Oficial,"8° 17' 18.488"""" N","80° 35' 34.723"""" W"
Esc. Ciénaga Larga,Cocle,Nata,Capellanía,Primaria Oficial,"8° 18' 30.059"""" N","80° 37' 18.299"""" W"
Esc. Villarreal,Cocle,Nata,Capellanía,Primaria Oficial,"8° 19' 16.199"""" N","80° 38' 52.180"""" W"
Esc. Toza,Cocle,Nata,Toza,Primaria Oficial,"8° 20' 45.888"""" N","80° 38' 36.962"""" W"
Esc. Guayabital,Cocle,Nata,Toza,Primaria Oficial,"8° 22' 18.628"""" N","80° 40' 58.167"""" W"
Esc. El Cortezo,Cocle,Nata,Toza,Primaria Oficial,"8° 20' 49.858"""" N","80° 35' 8.960"""" W"
Esc. Sta. Lucía,Cocle,Nata,El Caño,Primaria Oficial,"8° 24' 44.488"""" N","80° 31' 54.278"""" W"
Esc. El Olivo,Cocle,Nata,El Caño,Primaria Oficial,"8° 27' 18.860"""" N","80° 31' 24.147"""" W"
Esc. La Salineta,Cocle,Nata,El Caño,Primaria Oficial,"8° 27' 7.977"""" N","80° 34' 23.036"""" W"
Esc. Las Huacas,Cocle,Nata,Las Huacas,Primaria Oficial,"8° 28' 0.738"""" N","80° 44' 59.100"""" W"
Esc. La Yeguada,Cocle,Nata,Las Huacas,Primaria Oficial,"8° 25' 25.383"""" N","80° 44' 2.439"""" W"
Esc. El Quije,Cocle,Nata,Las Huacas,Primaria Oficial,"8° 29' 10.700"""" N","80° 46' 25.839"""" W"
Esc. Guzmán,Cocle,Nata,Guzmán,Primaria Oficial,"8° 31' 21.782"""" N","80° 35' 7.641"""" W"
Esc. El Otoal,Cocle,Nata,Guzmán,Primaria Oficial,"8° 33' 30.893"""" N","80° 33' 30.905"""" W"
Esc. Piedras Blancas,Cocle,Nata,Guzmán,Primaria Oficial,"8° 32' 46.290"""" N","80° 35' 52.439"""" W"
Esc. El Sapillo,Cocle,Nata,Guzmán,Primaria Oficial,"8° 34' 54.987"""" N","80° 37' 35.438"""" W"
Esc. Burrica,Cocle,Ola,Ola (Cab.),Primaria Oficial,"8° 30' 31.396"""" N","80° 39' 38.048"""" W"
Esc. El Cristo de Ola,Cocle,Ola,El Copé,Primaria Oficial,"8° 25' 46.750"""" N","80° 40' 42.814"""" W"
Esc. Los Caracoles,Cocle,Ola,El Copé,Primaria Oficial,"8° 28' 11.574"""" N","80° 43' 50.216"""" W"
Esc. José Maria Cruz,Cocle,Ola,El Palmar,Primaria Oficial,"8° 34' 58.513"""" N","80° 40' 42.757"""" W"
Esc. La Mesa,Cocle,Ola,El Palmar,Primaria Oficial,"8° 33' 30.789"""" N","80° 39' 58.702"""" W"
Esc. Los Machos,Cocle,Ola,El Palmar,Primaria Oficial,"8° 33' 51.600"""" N","80° 41' 48.622"""" W"
Esc. El Helechar,Cocle,Ola,El Palmar,Primaria Oficial,"8° 35' 29.709"""" N","80° 42' 3.729"""" W"
Esc. Las Barretas,Cocle,Ola,El Palmar,Primaria Oficial,"8° 35' 0.227"""" N","80° 43' 17.667"""" W"
Esc. La Zancona,Cocle,Ola,El Palmar,Primaria Oficial,"8° 34' 11.290"""" N","80° 44' 7.657"""" W"
Esc. Barranco Colorado,Cocle,Ola,El Picacho,Primaria Oficial,"8° 23' 17.520"""" N","80° 38' 15.594"""" W"
Esc. La Pava,Cocle,Ola,La Pava,Primaria Oficial,"8° 26' 45.883"""" N","80° 35' 23.984"""" W"
Esc. Los Valles,Cocle,Ola,La Pava,Primaria Oficial,"8° 29' 40.746"""" N","80° 35' 21.814"""" W"
Esc. Guiri,Cocle,Ola,La Pava,Primaria Oficial,"8° 27' 17.873"""" N","80° 37' 56.311"""" W"
Esc. La Hincada,Cocle,Anton,Anton (Cab.),Primaria Oficial,"8° 25' 15.718"""" N","80° 15' 32.193"""" W"
Esc. Guabas Arriba,Cocle,Anton,Anton (Cab.),Primaria Oficial,"8° 28' 4.704"""" N","80° 15' 39.720"""" W"
Esc. Bijagual,Cocle,Anton,Anton (Cab.),Primaria Oficial,"8° 22' 41.686"""" N","80° 15' 34.721"""" W"
Esc. Cabuya,Cocle,Anton,Cabuya,Primaria Oficial,"8° 32' 51.013"""" N","80° 9' 43.317"""" W"
Esc. Loma Larga,Cocle,Anton,Cabuya,Primaria Oficial,"8° 31' 44.923"""" N","80° 9' 31.177"""" W"
Esc. Mata Palo,Cocle,Anton,Cabuya,Primaria Oficial,"8° 33' 18.582"""" N","80° 8' 15.480"""" W"
Esc. Macano,Cocle,Anton,Cabuya,Primaria Oficial,"8° 32' 56.985"""" N","80° 7' 47.408"""" W"
Esc. El Chirú,Cocle,Anton,El Chirú,Primaria Oficial,"8° 23' 56.588"""" N","80° 11' 24.366"""" W"
Esc. Pueblo Nuevo,Cocle,Anton,El Chirú,Primaria Oficial,"8° 23' 25.217"""" N","80° 12' 6.609"""" W"
Esc. Juan Hombrón,Cocle,Anton,El Chirú,Primaria Oficial,"8° 19' 27.443"""" N","80° 12' 30.477"""" W"
Esc. El Retiro,Cocle,Anton,El Retiro,Primaria Oficial,"8° 28' 50.163"""" N","80° 9' 22.168"""" W"
Esc. LLano Grande,Cocle,Anton,El Retiro,Primaria Oficial,"8° 26' 25.646"""" N","80° 10' 57.559"""" W"
Esc. El Marañón,Cocle,Anton,El Retiro,Primaria Oficial,"8° 25' 44.583"""" N","80° 12' 47.892"""" W"
Esc. Altos de La Mesa,Cocle,Anton,El Valle,Primaria Oficial,"8° 38' 8.567"""" N","80° 7' 54.687"""" W"
Esc. El Jagüito,Cocle,Anton,Juan Díaz,Primaria Oficial,"8° 25' 0.281"""" N","80° 18' 45.090"""" W"
Esc. Los Pollos,Cocle,Anton,Rio Hato,Primaria Oficial,"8° 24' 38.251"""" N","80° 9' 29.858"""" W"
Esc. Las Matas,Cocle,Anton,Rio Hato,Primaria Oficial,"8° 28' 29.766"""" N","80° 5' 42.081"""" W"
Esc. El Entradero,Cocle,Anton,San Juan de Dios,Primaria Oficial,"8° 33' 50.657"""" N","80° 12' 49.373"""" W"
